,Review,Rating
12967,"Mind Blowing Product 😍😍😍 Fabulous Superb.
I Am Very,Very Thankful To Truke And Flipkart For This Great Product. Now I Am So Happy . All Over 100%perfect 😘😘😘👌👌👌",5
12968,"These ear buds came with a beautiful case and the ear buds shape is too good that they completely get fit in the ear, Now i'll tell you about the battery life
These Earbuds can provide up to 12 hrs. of music playback with 300mAh charging case. Wireless Earbuds along with Portable Charger can be fully charged in approximately 90mins.
The sound quality is very good.",5
12969,Super sound quality and super bass very very very for the money of the product is good gaming mode is amazing,5
12970,It's a pleasure to own these sets ; truly worth every penny with increased bass superb battery life along with ease to handle,5
12971,"Nice and beautiful product, sound is pretty good, bass is ok, worth buying, Eartips missing in box, overall value for money product. Thanks flipkart",4
12972,It's realy osm and wonderful product. It's sound is very clear also bass.It's look or their dezine are soo cool.It is light in weight.It's connected very fastly.It's perfect for all types of ear.It's very comfortable fit in ears.,4
12973,"Writting this review after week of use, Little bit of lag when listening to high beat music .... But what else you except in less than 1000 rupee. It has Bluetooth 5.1 better connectivity. And it has SBC as well as AAC Support. Overall it's the best worth every penny.",5
12974,"It's really good in build and audio quality. Best we can get in this price range. Value for money, Good earbuds, i can play pubg without any delay , easy to use and have a long lasting battery back-up, Better than realme buds Q , worth for money and good quality charging case , light weighed easy to carry anywhere.",5
12975,It's another experience with this brand.As it's my second purchase of this brand. It's also of good quality with long lasting battery backup and bass quality is also good as per the price of commotidy. Fully satisfied with the product,5
12976,I am using it from few days and i can say sound quality is so good has decent bass also battery backup is also good and charge very fast also i can say its a value for money product,5
12977,Sound quality is very good. Its well balanced. And its loud and clear and bass is very good. Built quality is not good but this price is acceptable.its connectivity is very good and it is touch controls for play and pause music.and its range about 10meter.and it is easily fit into ear. No connection issue occurred till now.,5
12978,"Earbuds design, look & quality are superb.The Best feature is sound quality & easy connectivity. Best in budget with a good bass & sound quality.You can also managed phone calls & music control by touch on the earbuds. It is very comfortable for both ear, after removing from ear no pain problem. It's very light weight earbuds. Also mic work excellent. Very easy to pair with mobile and no connectivity issues found after pairing with phone. You can carry very easily in your pocket. True wireles...",5
12979,"These Bluetooth Wireless Headphones comes with Bluetooth 5.0 support which is 2 times faster than Bluetooth 4.2. Advanced Bluetooth Earphone technology ensures a steady Wireless connection upto 30 feets.
Now ill tell you about the battery life
These Earbuds can provide up to 12 hrs of music playback with 300mAh charging case.",5
12980,Good product has a good quality perfect worth for money 10/10 kerala,5
12981,Very nice design with good sound quality..i gifted it to my cousin n he really liked it.will buy for me also..really worth according to price..,5
12982,"This is good product in low price
Sound was best in this earbuds
But when we take online class and at same time the phone call was come and When i pick up the phone
Then i automatically leave the online class and his phone call mic is bad when I speak on call my voice become was very heavy and the opposite side person cant hear the voice clearly",4
12983,It has great sound quality and really good bass. The earphone fits snugly and it is not uncomfortable even after wearing for a long time. The earphones have a long battery life and the charging case enables you to recharge the earbuds one time which is like around 15 to 20 hours of usage with just one charging. The connectivity with the device is also very good and there is no lagging of sound.,5
12984,"Lovely product with amazing voice quality, perfect battery backup....one should buy this product because it's the best product at this price",5
12985,Amazing Ear buds for this prize. They are so easy to put and carry. The sound quality is great. Since delivered I have been using it continuously and surprised by the quality of the product. Battery back up is also pretty good.,5
12986,"This product is awesome 😎 ,, the bass is too good and sound quality good but I mostly like the gaming mode and this best for pubg 🔥🔥",5
12987,I am not satisfied this product because I will purchase this product two time but two time product will defact then I will return this product . because this product is not good and not satisfied this product,2
